canonical_name,level,parent,aliases
The Nook 1,property,"The Nook, Wasl Gate, Dubai","nook1, nook 1, thenook1, wasl gate nook 1, wg nook 1, nook one, the nook one, nookone, nook1 wasl, nook 1 wasl gate, nk 1, nk1, nook-1, thenook, the nook, wasl nook 1, nook 1 dubai, nooks 1"
The Nook 2,property,"The Nook, Wasl Gate, Dubai","nook2, nook 2, wasl nook 2, waslgate nook 2, nooktwo, nook ii, nook gate, wasl gate nook 2, nook2 wasl, nook two, nookii, nook, wasl gate nook, nook-2, nook.2"
The Parkway at Dubai Hills,property,"Dubai Hills, Dubai Hills Estate, Dubai","parkway, the parkway, parkway dh, parkway dhe, parkway dubai hills, dhe parkway, dubai hills parkway, parkwayvillas, parkwayvilla, pkwy, pkwy dhe, pkwy dh, theparkway, parkwaydubaihills, parkwayestates, parkway estate, parkwy, parkwey, pkwy villa, pkwyvillas, parkway dhv, parkway dhl"
The Spark By Esnaad,property,"District 11, Mohammed Bin Rashid City, Dubai","spark, spark esnaad, the spark, spark mbr, spark d11, d11 spark, spark mbrc, spark district 11, spark by esnaad, sparkesnaad, spark residence, spark pro, spark property, sprak, spark mbr city, spark dubai, spark d 11"
The Woodland Residences,property,"District 11, Mohammed Bin Rashid City, Dubai","woodlands, woodlnd, thewoodlands, woodlandsres, woodlandsresidences, mbrc woodlands, district 11 woodlands, d11 woodlands, woodlands d11, woodlandresidences, woodlandsmbr, woodlandsresd, woodland residnces, woodlan residences, woodlandres, mbr woodlands, mrbc woodlands, woodlands dubai, the woodlands residnces"
Tower B1,property,"Vida Hotel, The Hills, Dubai","b1, b-1, b one, vida tower b1, the hills b1, b1 the hills, vidahillsb1, b1vida, b1hills, b1 the hills tower, b1towers, b1 tower, b1h, b1-hills, b-1 hills, vidab1, thehillsb1, b1vida hotel"
Tower B2,property,"Vida Hotel, The Hills, Dubai","b2, b2 tower, vida b2, vidab2, the hills b2, b2 the hills, b2 hills, vidahillsb2, vdahotelb2, b2tower, b2vida, v-b2, b2thehills"
Tulip,property,"Al Murooj Complex, Zabeel, Dubai","tulip al murooj, murooj tulip, al murooj tulip, tulip zabeel, tlp, tlp al murooj, tulip complex, murooj complex tulip, tulip al murooj complex, al murooj tlp, tlp murooj"
Vida Residence 1,property,"Vida Residence, The Hills, Dubai","vida1, vida res 1, vr1, vida residence hills, vida hills 1, vida 1 the hills, vr residence 1, vda 1, vida residnce 1, vidares 1, vida res1, vida residenceone, vidaresidence1, vdr1, vida residence the hills 1"
Vida Residence 2,property,"Vida Residence, The Hills, Dubai","vida2, vida res 2, vida residence ii, vr2, v2 the hills, vida hills 2, vida 2 the hills, vidares2, vida residence 2nd, vidares ii, vh2, vida res ii, vida residence ii the hills, vida res two, vida residence two, vidahills2, vida residence 2 the hills, vr 2, vida res 2 the hills"
Vida Residence 3,property,"Vida Residence, The Hills, Dubai","vida3, vida res 3, vida residence iii, vr3, vida hills 3, vida the hills 3, vda res 3, vida resd 3, vida resi 3, vida resid 3, vida resedence 3, vida resdence 3, vidares3, vidaresidence3, v3, vida 3 the hills, the hills vida 3"
Vida Residence 4,property,"Vida Residence, The Hills, Dubai","vida res 4, vida residence the hills 4, vr4, vr 4, vrd4, vida hills 4, vida residence 4 the hills, vida res 4 the hills, vida res the hills 4, vrd residence 4, vieda res 4, vida resedence 4, vda res 4, vida res4, vidares4, vidares 4, vida 4, vida hills residence 4"
Violet,property,"Al Murooj Complex, Zabeel, Dubai","vlt, violett, vlt murooj, murooj violet, violet murooj, violet zabeel, vlt zabeel, al murooj vlt, violett murooj, vilet, violet complex"
Viridian at the Fields,property,"District 11, Mohammed Bin Rashid City, Dubai","viridian, the fields, fields, viridian fields, viridian d11, viridian mbrc, fields d11, fields mbrc, the fields d11, the fields mbrc, viridianmbrc, viridianthefields, thefields, fieldsdubai, viridiandubai, virdian, verdian, viridan, viridean, fields district 11, mbrc fields"
Wadi Villas by Arista,property,"District 11, Mohammed Bin Rashid City, Dubai","wadi villas, arista wadi, wadi villas d11, wadi d11, wadi mbrc, wadi villas mbr, wadivillas, aristawadi, wadi villa, wadi arista, wadi villas dubai, d11 wadi villas, mbrc wadi villas, wadii villas, wadi vilas, wady villas, wadi villlas, aristawadi villas"
Waterfront Villas,property,"Sobha Hartland, Mohammed Bin Rashid City, Dubai","wf villas, waterfront v, wf v, wf villa, waterfrontvillas, wfvilllas, waterfont villas, sobha waterfront, hartland waterfront, mrb waterfront, mrc waterfront, wf villas sobha, sobha wf villas, waterfrontvillas sobha, hartland wf villas"
Waves Grande,property,"Sobha Hartland, Mohammed Bin Rashid City, Dubai","wavesgrande, wg, waves g, waves gr, w gr, waves, waves grand, wavesgr, wavesgrde, wavesgrad, wavesgrnd, wavesgrandee, waves grnd, waves gnd, sobha waves, hartland waves, waves hartland, waves sobha, waves mbr, waves mbrc, waves mbr city, wavesgrande sobha, wg sobha, wavesg, waves grde, waves grnde"
Abu Dhabi,city,,"ad, auh, abudhabi, abu dabi, abudabi, abu dhabhi, abudhabhi, abu dhbi, abudhbi, abu d, aub dhabi, aubdhabi, abu dhaby, abudhaby"
Ajman,city,,"ajm, ajmaan, ajaman, ajmn, ajmancity, ajmcity, ajmanuae, ajmann, ajam, uaeajman"
Al Ain,city,,"alain, el ain, elain, al ayn, alayn, al-ain, all ain, allain, aln, aa, ain, alein, al ane, alane"
Fujairah,city,,"fuj, fj, fujeirah, fujayrah, fujerah, fujirah, fujira, fujair, fujuae, fujarah, fujariya, fujeira, fujariyah"
Ras Al Khaimah,city,,"rak, ras al khaima, rasalkhaimah, ras alkhaimah, ras al khaymah, ras al khayma, ras al khimah, rasalkhaima, rasalkhaymah, rasalkhayma, rass al khaimah, rasal khaimah, ras alkhaima, ras al khaim, rasal khaymah, rasal khayma, rasal khimah, rasalkhimah"
Sharjah,city,,"shj, sharja, shajah, sarjah, sarja, shjcity, shj city, sharjahcity, sharijah, sharajh"
Umm Al Quwain,city,,"uaq, u.a.q, ummalquwain, um al quwain, umm al quwan, umalquwain, ualquwain, umalquwan, umm al quwain city, uaq city, um al quwan"
Abu Dhabi Gate City,community,Abu Dhabi,"adgc, abu dhabi gate, ad gate city, gate city, abudhabigatecity, ad gate, abu dhabi gatecity, adgate, gatecity, abudhabigate"
Abu shagara,community,Sharjah,"abu shag, abushagara, abushagara sharjah, abushagra shj, abushagora, abushagrah, abushagrar, abushagra area, abushagra community, abushag, ashagara, ashagara shj, abushajara, abushajara shj, abu shagra shj, abushagrah shj"
Academic City,community,Dubai,"acad city, academic, acadcity, dubaiacademiccity, dac, acacity, acamedic city, academc city, acadmic city, acad city dubai, dac dubai, academiccity"
Ain Ajman,community,Ajman,"ainajman, ajmanain, ajman eye, the eye ajman, ain ajm, ain ajmn, ain ajmanm, aain ajman, ainajmn, ajman eye community"
Ain Al Faydah,community,Al Ain,"ainalfayda, ainalfaydah, alainfayda, ainfayda, ainfaydah, aaf, ainalfaida, ainalfaytha, alfayda, ainalfayada, alainalfayda, ainalfaidha"
Airport Road,community,Abu Dhabi,"airport rd, apt rd, airpt rd, airportroad, airportroadad, auh airport rd, airport road ad, airpot rd, airprt rd, airportr, airport ad"
Ajman Corniche Road,community,Ajman,"ajman corniche, corniche ajman, ajm corniche, ajman cornich, ajmancorniche, corniche rd ajman, ajman cornish, aj corniche, ajmancornich, corniche road ajm, ajmancornish, ajman cornic, corniche ajm"
Ajman Downtown,community,Ajman,"ajmandt, ajman dtn, ajman dt, ajmandown, ajman dwntwn, ajmn downtown, ajman down town, ajman dtown, ajmandtown, ajmandwntown, downtown ajman"
Ajman Industrial Area,community,Ajman,"ajman ind, ajman ind area, ajman indl, ajman industrial, ajmanind, ajmanindarea, ajmanindl, ajm ind, ajm ind area, ajm industrial, ajmind, ajmindarea, ajmindl, ind area ajman, industrial ajman, ajman indus, ajman indust, ajmanindus, ajmanindust, ajmanindstrial, ajman indstrial, ajman indstry, ajman indstry area, ajman indus area"
Ajman Meadows,community,Ajman,"aj meadows, ajman mdws, ajm meadows, ajmanmedows, ajmanmedow, aj meadows community, meadows ajman, ajman mdow, ajmanmeadows"
Ajman Uptown,community,Ajman,"aj uptown, ajmanuptown, ajmn uptown, ajm uptown, uptown ajman, uptown aj, ajm uptn, uptwn ajman, ajman uptwn, ajmanup, ajuptn, ajman uptown community"
Al Ain Industrial Area,community,Al Ain,"al ain ind, al ain industrial, alain ind area, alain industrial, alain indus, ind area al ain, alain ind, al ain indus, alain industrial area, al ain ind area, alainind, alainindarea, al ain indus area, alainindus, al ain indust, alain indust"
Al Ajayyiz,community,Al Ain,"ajayyiz, alajayyiz, alajayiz, alajayez, al ajayiz, al ajayez, alain ajayyiz, alainajayyiz, ajayiz, al ain ajayyiz"
Al Ajban,community,Abu Dhabi,"ajban, al ajban community, ajban abu dhabi, alajban, ajban ad, al ajban ad, ajben, al ajben, ajban community, ajban farm, ajban farms"
Al Alia,community,Ajman,"alia, ajman alia, alia ajman, al alia ajman, alalia, al aliaa, al aliya, aliya, alialia, ajman al alia"
Al Aman,community,Abu Dhabi,"alamn, al aman ad, ad al aman, alaman, al-aman, aaman, al aman community, alaman ad, alaman abu dhabi"
Al Ameera Village,community,Ajman,"al amira, al ameera, al amira village, al ameera vill, al amera vill, alameeravillage, alameera, ajman al ameera, al ameera ajman, al amira ajman, al amera ajman, al ameera vill ajman, al ameera vlg, al amira vlg"
Al Amerah,community,Ajman,"amerah, alamerah, ajman amerah, amerah ajman, amera, al amera, ajman amera, amera ajman, alamerahajman, ajmanamerah, al amrah, amrah, al amra, amra"
Al Aqah,community,Fujairah,"alaqah, al aqaa, al aqa, alaqaa, fujairah alaqah, alaqah fujairah, al aqah fuj, alaqah fuj, aaqah, al aqah beach, al aqah hotels, alaqah resort, alaqah area, al aqha, alaqha, alaqah beach"
Al Badaa,community,Abu Dhabi,"bada, al bada, badaa, albadaa, albada, bdaa, al bda, bda, albd, albadah, albad, al bada community, abu dhabi al badaa, al bada abu dhabi, albadaa abu dhabi, bada abu dhabi"
Al Badaa,community,Dubai,"bada, albada, al bada, al bda, al bdaa, albdaa, al-badaa, badaa, al badaa community"
Al Badie,community,Sharjah,"albadie, al bady, al badiya, al badi, albadya, albade, shj albadie, al badie shj, albadie shj, albadie sharjah, al badia, albadia"
Al Bahia,community,Abu Dhabi,"albhia, al bahya, albahya, albahiya, bahia, bahya, abudhabi albahia, albahia abudhabi, albh, al bahia community"
Al Bahia,community,Ajman,"albahia, bahia, ajman bahia, bahia ajman, al bahya, albahya, bahya, ajman al bahya, ajman albahya, albhy, bahiaajman, albahiaajman"
Al Baraha,community,Abu Dhabi,"albaraha, baraha, abudhabibaraha, barahaad, albarha, barha, albaraa, al barah, albariha, al bariha"
Al Barari,community,Dubai,"albarari, barari, abr, al barri, al bari, albrari, al-barari, albarri, barry, al barry, dubai albarari, albarari dubai"
Al Barqaa,community,Umm Al Quwain,"albarqa, barqa, al barqa, albarqaa, uaq al barqaa, uaq barqa, al barqaa uaq, albarqaa uaq, albarqa uaq, barqa uaq, albarqauaq, al barqah, albarqah"
Al Barsha,community,Dubai,"barsha, albarsha, al brsha, albarsha1, albarsha2, albarsha3, barsha1, barsha2, barsha3, al basha, albarsh, barsh, dubai barsha, al barsha dubai, ab, abs, barsha heights (not technically the same but often conflated), al barsha south, albarsha south, barsha south, al barsha s, barsha s"
Al Bataeh,community,Sharjah,"bataeh, albataeh, shj bataeh, bataeh sharjah, albateh, albatiah, btah, albtah, batayeh, albataia, al betaeh, albathea, bataeh shj"
Al Bateen,community,Abu Dhabi,"alb, bateen, albt, abateen, al batin, al bteen, albteen, al baten, al batin abu dhabi, alb abu dhabi, abudhabi al bateen, al bateen ad, alb ad"
Al Bateen,community,Al Ain,"albteen, albatten, al baten, albaten, alain albateen, albateen alain, al ain albateen, albateen al ain, al bteen, al batten"
Al Bidya,community,Fujairah,"albidiya, albidiah, bidya, bidiah, fujairahalbidya, albidya-fuj, albidia, albidaya, al-bidya, albidya fujairah"
Al Bithnah,community,Fujairah,"albithna, bithna, bithnah, albithnah, fujairahbithnah, bithnafuj, albithnafuj, albithn, albetnah, albitna, albithnuh, bithna fujairah"
Al Buraymi,community,Al Ain,"buraymi, al buraimi, alburaymi, alburaimi, buraimi, al-buraymi, al-buraimi, alain buraymi, buraymi al ain, al ain buraimi"
Al Bustan,community,Ajman,"albustan, ajman bustan, bustan ajman, albustn, al bustn, albtan, al bustan ajman, ajmanalbustn, albustane, albustam"
Al Butina,community,Sharjah,"butina, albutina, albntina, shj butina, butina sharjah, al butna, albutna, butna, shj butna"
Al Danah,community,Abu Dhabi,"aldana, al dana, danah, ad danah, aldanah, aldna, al-dana, al dana abu dhabi, aldana ad, aldana auh, al dana auh, danah abu dhabi"
Al Dar Al Baida'a,community,Umm Al Quwain,"aldar albaida, aldar al baida, aldaralbaida, al dar al baida, aldarbaida, uaq aldar albaida, aldar al baida uaq, aldar al bayda, aldar albayda, aldar albaida uaq, al dar al bayda, al daralbaida"
Al Dhafrah,community,Abu Dhabi,"aldhafrah, al dhafra, aldhafra, dhafrah, dhafra, ad dhafra, ad dhafrah, aldhafrah community, dhafrah community, aldhafra community, al dhafrah abu dhabi, aldhafra abudhabi, aldhafrah ad"
Al Dhahir,community,Al Ain,"aldhahir, aldahir, aldhaher, al dhahire, aldahire, alain dhahir, aldhahir al ain, al ain dhahir, aldhahr, aldhahar, al dahr"
Al Dhahrah,community,Al Ain,"aldhahra, dhahra, aldhahrah alain, alain aldhahra, al dhahra, aldhahrah community, al dhahrah al ain, aldhahra alain, aldhahra al ain, aldahra, aldhara, al dhara, aldhra, al dhra, aldhahrah community al ain"
Al Dhaid,community,Sharjah,"dhaid, aldhaid, dhaidcity, dhaidsharjah, sharjahdhaid, aldayd, aldhayd, dhayd, dhaied"
Al Dhait,community,Ras Al Khaimah,"aldhait, al dait, al dhayt, aldhait rak, rak aldhait, al dhait rak, al dait rak, adh, aldhait community, al dhait community"
Al Ettihad Street,community,Sharjah,"ettihad st, al ettihad rd, ettihad road, al ittihad st, ittihad st, ettihad street, al ettihad shj, shj ettihad st, ettihad shj, alittihad st, alittihad road, etihad st, itihad st, al etihad st, ettihadst, alittihad, al ettihad, ittihad road, ettihad rd"
Al Fahid,community,Abu Dhabi,"alfahid, alfahd, alfahed, fahid, alfh, af, alfahid abu dhabi, alfahid ad, alfahd ad, alfahid island, alfahd island, alfahidcomm, alfahidcommunity, alfahidd"
Al Falah City,community,Abu Dhabi,"alfalah, al falah, alfalah city, af city, af, al falah abu dhabi, alfalah abu dhabi, alfalah ad, afad, alfallah, alfalahcity, alflah"
Al Faqa'a,community,Al Ain,"alfaqa, al faqaa, alfaka, al faka, alfaq, faqa, faqaa, al faqa al ain, al ain al faqa, alfaqaalain, alfaqa community"
Al Farfar,community,Fujairah,"alfarfar, farfar, fuj alfarfar, alfarfar fuj, al far far, al farfar fuj, alfarfar fujairah, fujairah alfarfar, alfarfarfuj, alfarfarfujairah"
Al Faseel,community,Fujairah,"alfaseel, fujairah alfaseel, alfaseel fujairah, alfasil, alfasel, alfazeel, al faseil, alfseel, fuj al faseel, fuj alfaseel, fujaira alfaseel, alfaseelfujairah"
Al Fayha,community,Sharjah,"fayha, alfayha, al faya, faya, alfaya, shj fayha, fayha sharjah, al-fayha, alfyha, fayha shj"
Al Felyyah,community,Ras Al Khaimah,"alfelyah, alfalya, alfayha, af, rak felyah, felyah, felyah rak, al felyah, alflyah, al falyah, alfayh, alfalah, alfeliah, alfaliyah"
Al Foah,community,Al Ain,"alfoah, alfoa, alfoaa, alfoh, alfoha, alain alfoah, alfoah alain, al ain al foah, alfoah community, foah, alfoah al ain, alfoh alain, alfoa alain, alfoah aae"
Al Furjan,community,Dubai,"furjan, alfurjan, al furj, furjan community, furjan dubai, dubia furjan, al furan, al furjon, al furjan community, furjan area, af, alfrjn"
Al Garayen,community,Sharjah,"algarayen, garayen, al garayin, al garaien, garayin, al garayein, algarayin, shj garayen, garayen sharjah, al garayn, algarayn, garayn"
Al Garhoud,community,Dubai,"garhoud, al garh, algarhoud, al garhoud dubai, dubai al garhoud, al garhood, garhud, al garhud, al garhod, garhod, algarh, garh, al gar houd"
Al Ghadeer,community,Abu Dhabi,"alghadeer, aghadeer, al ghadeer ad, al ghadeer abu dhabi, ghadeer, alghadeer community, alghdeer, alghadir, al ghadir, alghadeer abudhabi"
Al Ghafeyah area,community,Sharjah,"alghafia, ghafia, alghafiya, ghafiya, alghafyia, alghafiah, shj ghafia, ghafia sharjah, alghafia shj, alghafiyashj, alghafiashj, alghafiyah, algfya, algafiya, alghafia area, ghafia area"
Al Ghail Industrial Zone,community,Ras Al Khaimah,"alghail, ghail ind, ghail ind zone, ghail industrial, rak alghail, alghail rak, al ghail rak, gail ind, al gail, alghailind, alghailindustrial, ghailind, ghailzone, alghailzone, algail, ghail, rak ghail"
